Run,Task,Operation,Time,Unit,Percentage,Run type
short_S2,error rate,date-histogram-fixed-interval,0,%,S2,short
short_S2,Min Throughput,date-histogram-fixed-interval-with-tz,1.47,ops/s,S2,short
short_S2,Mean Throughput,date-histogram-fixed-interval-with-tz,1.5,ops/s,S2,short
short_S2,Median Throughput,date-histogram-fixed-interval-with-tz,1.5,ops/s,S2,short
short_S2,Max Throughput,date-histogram-fixed-interval-with-tz,1.5,ops/s,S2,short
short_S2,0th percentile throughput,date-histogram-fixed-interval-with-tz,1.47049,ms,S2,short
short_S2,25th percentile throughput,date-histogram-fixed-interval-with-tz,1.49604,ms,S2,short
short_S2,50th percentile throughput,date-histogram-fixed-interval-with-tz,1.49788,ms,S2,short
short_S2,75th percentile throughput,date-histogram-fixed-interval-with-tz,1.49856,ms,S2,short
short_S2,100th percentile throughput,date-histogram-fixed-interval-with-tz,1.49891,ms,S2,short
short_S2,0th percentile latency,date-histogram-fixed-interval-with-tz,2.20725,ms,S2,short
short_S2,10th percentile latency,date-histogram-fixed-interval-with-tz,19.8418,ms,S2,short
short_S2,20th percentile latency,date-histogram-fixed-interval-with-tz,62.8512,ms,S2,short
short_S2,25th percentile latency,date-histogram-fixed-interval-with-tz,86.0172,ms,S2,short
short_S2,30th percentile latency,date-histogram-fixed-interval-with-tz,109.148,ms,S2,short
short_S2,40th percentile latency,date-histogram-fixed-interval-with-tz,164.393,ms,S2,short
short_S2,50th percentile latency,date-histogram-fixed-interval-with-tz,235.335,ms,S2,short
short_S2,60th percentile latency,date-histogram-fixed-interval-with-tz,323.409,ms,S2,short
short_S2,70th percentile latency,date-histogram-fixed-interval-with-tz,412.019,ms,S2,short
short_S2,75th percentile latency,date-histogram-fixed-interval-with-tz,471.833,ms,S2,short
short_S2,80th percentile latency,date-histogram-fixed-interval-with-tz,533.356,ms,S2,short
short_S2,90th percentile latency,date-histogram-fixed-interval-with-tz,669.049,ms,S2,short
short_S2,99th percentile latency,date-histogram-fixed-interval-with-tz,919.135,ms,S2,short
short_S2,99.9th percentile latency,date-histogram-fixed-interval-with-tz,1120.68,ms,S2,short
short_S2,100th percentile latency,date-histogram-fixed-interval-with-tz,1435.69,ms,S2,short
short_S2,50th percentile service time,date-histogram-fixed-interval-with-tz,217.497,ms,S2,short
short_S2,90th percentile service time,date-histogram-fixed-interval-with-tz,653.807,ms,S2,short
short_S2,99th percentile service time,date-histogram-fixed-interval-with-tz,893.701,ms,S2,short
short_S2,99.9th percentile service time,date-histogram-fixed-interval-with-tz,980.696,ms,S2,short
short_S2,100th percentile service time,date-histogram-fixed-interval-with-tz,1009.6,ms,S2,short
short_S2,error rate,date-histogram-fixed-interval-with-tz,0,%,S2,short
short_S2,Min Throughput,auto-date-histogram,1.5,ops/s,S2,short
short_S2,Mean Throughput,auto-date-histogram,1.5,ops/s,S2,short
short_S2,Median Throughput,auto-date-histogram,1.5,ops/s,S2,short
short_S2,Max Throughput,auto-date-histogram,1.5,ops/s,S2,short
short_S2,0th percentile throughput,auto-date-histogram,1.50012,ms,S2,short
short_S2,25th percentile throughput,auto-date-histogram,1.50016,ms,S2,short
short_S2,50th percentile throughput,auto-date-histogram,1.50024,ms,S2,short
short_S2,75th percentile throughput,auto-date-histogram,1.50044,ms,S2,short
short_S2,100th percentile throughput,auto-date-histogram,1.50337,ms,S2,short
short_S2,0th percentile latency,auto-date-histogram,2.82136,ms,S2,short
short_S2,10th percentile latency,auto-date-histogram,12.9899,ms,S2,short
short_S2,20th percentile latency,auto-date-histogram,23.8142,ms,S2,short
short_S2,25th percentile latency,auto-date-histogram,26.5293,ms,S2,short
short_S2,30th percentile latency,auto-date-histogram,28.911,ms,S2,short
short_S2,40th percentile latency,auto-date-histogram,34.217,ms,S2,short
short_S2,50th percentile latency,auto-date-histogram,42.2314,ms,S2,short
short_S2,60th percentile latency,auto-date-histogram,53.3083,ms,S2,short
short_S2,70th percentile latency,auto-date-histogram,67.5396,ms,S2,short
short_S2,75th percentile latency,auto-date-histogram,77.6603,ms,S2,short
short_S2,80th percentile latency,auto-date-histogram,89.36,ms,S2,short
short_S2,90th percentile latency,auto-date-histogram,113.179,ms,S2,short
short_S2,99th percentile latency,auto-date-histogram,152.643,ms,S2,short
short_S2,99.9th percentile latency,auto-date-histogram,174.556,ms,S2,short
short_S2,100th percentile latency,auto-date-histogram,202.062,ms,S2,short
short_S2,50th percentile service time,auto-date-histogram,40.6658,ms,S2,short
short_S2,90th percentile service time,auto-date-histogram,111.654,ms,S2,short
short_S2,99th percentile service time,auto-date-histogram,151.165,ms,S2,short
short_S2,99.9th percentile service time,auto-date-histogram,172.649,ms,S2,short
short_S2,100th percentile service time,auto-date-histogram,200.886,ms,S2,short
short_S2,error rate,auto-date-histogram,0,%,S2,short
short_S2,Min Throughput,auto-date-histogram-with-tz,1.47,ops/s,S2,short
short_S2,Mean Throughput,auto-date-histogram-with-tz,1.5,ops/s,S2,short
short_S2,Median Throughput,auto-date-histogram-with-tz,1.5,ops/s,S2,short
short_S2,Max Throughput,auto-date-histogram-with-tz,1.5,ops/s,S2,short
short_S2,0th percentile throughput,auto-date-histogram-with-tz,1.46999,ms,S2,short
short_S2,25th percentile throughput,auto-date-histogram-with-tz,1.49604,ms,S2,short
short_S2,50th percentile throughput,auto-date-histogram-with-tz,1.49788,ms,S2,short
short_S2,75th percentile throughput,auto-date-histogram-with-tz,1.49855,ms,S2,short
short_S2,100th percentile throughput,auto-date-histogram-with-tz,1.49891,ms,S2,short
short_S2,0th percentile latency,auto-date-histogram-with-tz,2.55307,ms,S2,short
short_S2,10th percentile latency,auto-date-histogram-with-tz,27.3847,ms,S2,short
short_S2,20th percentile latency,auto-date-histogram-with-tz,73.2716,ms,S2,short
short_S2,25th percentile latency,auto-date-histogram-with-tz,95.9592,ms,S2,short
short_S2,30th percentile latency,auto-date-histogram-with-tz,121.096,ms,S2,short
short_S2,40th percentile latency,auto-date-histogram-with-tz,183.044,ms,S2,short
short_S2,50th percentile latency,auto-date-histogram-with-tz,258.933,ms,S2,short
short_S2,60th percentile latency,auto-date-histogram-with-tz,348.123,ms,S2,short
short_S2,70th percentile latency,auto-date-histogram-with-tz,451.137,ms,S2,short
short_S2,75th percentile latency,auto-date-histogram-with-tz,513.307,ms,S2,short
short_S2,80th percentile latency,auto-date-histogram-with-tz,579.202,ms,S2,short
short_S2,90th percentile latency,auto-date-histogram-with-tz,720.066,ms,S2,short
short_S2,99th percentile latency,auto-date-histogram-with-tz,996.348,ms,S2,short
short_S2,99.9th percentile latency,auto-date-histogram-with-tz,1229.58,ms,S2,short
short_S2,100th percentile latency,auto-date-histogram-with-tz,1334.6,ms,S2,short
short_S2,50th percentile service time,auto-date-histogram-with-tz,232.62,ms,S2,short
short_S2,90th percentile service time,auto-date-histogram-with-tz,687.508,ms,S2,short
short_S2,99th percentile service time,auto-date-histogram-with-tz,955.197,ms,S2,short
short_S2,99.9th percentile service time,auto-date-histogram-with-tz,1026.65,ms,S2,short
short_S2,100th percentile service time,auto-date-histogram-with-tz,1079.43,ms,S2,short
short_S2,error rate,auto-date-histogram-with-tz,0,%,S2,short
short_S2,S2,short
short_S2,S2,short
short_S2,-----------------------------------,S2,short
short_S2,[INFO] SUCCESS (took 16683 seconds),S2,short
short_S2,-----------------------------------,S2,short
short_S2,kec2-user@ip-172-31-37-140:~/osb_core/opensearch-benchmark\[?2004h(.venv) [ec2-user@ip-172-31-37-140 opensearch-benchmark]$,S2,short
short_S3,[90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [  0% done][90DRunning refresh-after-force-merge                                              [100% done],S3,short
short_S3,[90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [  0% done][90DRunning wait-until-merges-finish                                               [100% done],S3,short
